N° Client;Raison social;Civilité;Responsable;Rue;CP;Ville;CA 2014;Représentant;Tel;date du dernier achat;Type de client;Date de relance commerciale;Nombre de jour(s) de retard;Réduction 1;Réduction 2
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;39 318 €;PILLON;01-46-33-68-67;13/02/15;Très bon client;14/05/15;179;5,00%;5,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;21 881 €;PILLON;03-80-66-62-09;06/11/15;Bon client;05/03/16;;3,00%;6,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;9 418 €;BOILOT;01-49-28-20-25;28/05/15;;26/08/15;75;;
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;26 275 €;FRANGIN;02-47-47-82-21;13/07/15;Bon client;10/11/15;;3,00%;6,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;6 079 €;PILLON;01-42-38-92-88;03/03/15;;01/06/15;161;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;10 723 €;GOUTAL;01-42-16-16-83;12/03/15;;10/06/15;152;;
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;24 792 €;BOILOT;01-45-21-28-46;30/04/15;Bon client;28/08/15;73;3,00%;3,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;28 775 €;GOUTAL;01-49-36-73-57;20/05/15;Bon client;17/09/15;53;3,00%;3,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;23 996 €;BOILOT;01-44-49-52-54;18/07/15;Bon client;15/11/15;;3,00%;6,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;34 417 €;PILLON;03-80-66-62-09;05/10/15;Très bon client;03/01/16;;5,00%;10,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;9 833 €;GOUTAL;03-81-21-93-12;13/09/15;;12/12/15;;;
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;39 118 €;PILLON;03-83-15-43-24;04/07/15;Très bon client;02/10/15;38;5,00%;5,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;6 410 €;BOILOT;03-88-11-60-03;19/05/15;;17/08/15;84;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;33 676 €;PILLON;01-42-34-80-52;13/06/15;Très bon client;11/09/15;59;5,00%;5,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;34 364 €;GOUTAL;01-49-36-73-57;20/04/15;Très bon client;19/07/15;113;5,00%;5,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;9 088 €;FRANGIN;01-39-27-42-58;26/07/15;;24/10/15;16;;
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;27 474 €;BOILOT;01-44-49-52-54;12/11/15;Bon client;11/03/16;;3,00%;6,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;17 508 €;PILLON;01-46-33-68-67;04/07/15;;02/10/15;38;;
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;29 602 €;PILLON;01-42-38-92-88;10/04/15;Bon client;08/08/15;93;3,00%;3,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;23 168 €;BOILOT;01-49-28-20-25;14/11/15;Bon client;13/03/16;;3,00%;6,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;36 461 €;GOUTAL;01-42-16-16-83;15/08/15;Très bon client;13/11/15;;5,00%;10,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;4 517 €;BOILOT;01-45-21-28-46;12/05/15;;10/08/15;91;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;7 253 €;FRANGIN;01-49-09-58-14;07/04/15;;06/07/15;126;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;11 991 €;BOILOT;01-49-81-22-61;10/11/15;;08/02/16;;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;5 556 €;GOUTAL;02-32-88-84-46;16/06/15;;14/09/15;56;;
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;15 144 €;BOILOT;03-22-66-85-43;19/01/15;;19/04/15;204;;
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;5 134 €;PILLON;09-64-08-19-44;10/09/15;;09/12/15;;;
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;38 461 €;FRANGIN;03-20-44-41-65;03/01/15;Très bon client;03/04/15;220;5,00%;5,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;36 104 €;FRANGIN;02-47-47-82-21;03/05/15;Très bon client;01/08/15;100;5,00%;5,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;36 787 €;FRANGIN;02-41-35-52-15;23/03/15;Très bon client;21/06/15;141;5,00%;5,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;36 305 €;GOUTAL;03-81-21-93-12;18/06/15;Très bon client;16/09/15;54;5,00%;5,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;12 793 €;BOILOT;03-88-11-60-03;10/01/15;;10/04/15;213;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;18 332 €;FRANGIN;01-49-09-58-14;30/01/15;;30/04/15;193;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;19 692 €;PILLON;01-42-34-80-52;24/03/15;;22/06/15;140;;
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;29 894 €;PILLON;03-83-15-43-24;25/07/15;Bon client;22/11/15;;3,00%;6,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;33 434 €;FRANGIN;03-20-44-41-65;22/04/15;Très bon client;21/07/15;111;5,00%;5,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;19 627 €;FRANGIN;02-41-35-52-15;24/06/15;;22/09/15;48;;
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;15 383 €;PILLON;09-64-08-19-44;20/06/15;;18/09/15;52;;
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;22 280 €;FRANGIN;01-39-27-42-58;04/09/15;Bon client;02/01/16;;3,00%;6,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;20 793 €;GOUTAL;02-32-88-84-46;28/12/14;Bon client;27/04/15;196;3,00%;3,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;3 330 €;BOILOT;01-49-81-22-61;08/09/15;;07/12/15;;;
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;30 638 €;BOILOT;03-22-66-85-43;10/10/15;Très bon client;08/01/16;;5,00%;10,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;41 437 €;PILLON;01-46-33-68-67;14/01/15;Très bon client;14/04/15;209;5,00%;5,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;37 879 €;PILLON;03-80-66-62-09;18/05/15;Très bon client;16/08/15;85;5,00%;5,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;39 081 €;BOILOT;01-49-28-20-25;08/03/15;Très bon client;06/06/15;156;5,00%;5,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;20 407 €;FRANGIN;02-47-47-82-21;23/05/15;Bon client;20/09/15;50;3,00%;3,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;39 153 €;PILLON;01-42-38-92-88;25/06/15;Très bon client;23/09/15;47;5,00%;5,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;7 672 €;GOUTAL;01-42-16-16-83;30/03/15;;28/06/15;134;;
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;11 618 €;BOILOT;01-45-21-28-46;04/04/15;;03/07/15;129;;
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;25 737 €;GOUTAL;01-49-36-73-57;16/05/15;Bon client;13/09/15;57;3,00%;3,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;38 670 €;BOILOT;01-44-49-52-54;05/10/15;Très bon client;03/01/16;;5,00%;10,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;4 551 €;GOUTAL;03-81-21-93-12;26/01/15;;26/04/15;197;;
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;31 687 €;BOILOT;03-88-11-60-03;19/10/15;Très bon client;17/01/16;;5,00%;10,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;7 942 €;FRANGIN;01-49-09-58-14;23/08/15;;21/11/15;;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;39 440 €;PILLON;01-42-34-80-52;23/12/14;Très bon client;23/03/15;231;5,00%;5,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;20 581 €;PILLON;03-83-15-43-24;13/10/15;Bon client;10/02/16;;3,00%;6,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;26 838 €;FRANGIN;03-20-44-41-65;13/10/15;Bon client;10/02/16;;3,00%;6,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;3 573 €;FRANGIN;02-41-35-52-15;01/05/15;;30/07/15;102;;
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;3 650 €;PILLON;09-64-08-19-44;09/09/15;;08/12/15;;;
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;4 159 €;FRANGIN;01-39-27-42-58;24/07/15;;22/10/15;18;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;29 831 €;GOUTAL;02-32-88-84-46;17/06/15;Bon client;15/10/15;25;3,00%;3,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;27 886 €;BOILOT;01-49-81-22-61;26/02/15;Bon client;26/06/15;136;3,00%;3,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;27 496 €;BOILOT;03-22-66-85-43;17/03/15;Bon client;15/07/15;117;3,00%;3,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;38 397 €;PILLON;01-46-33-68-67;06/08/15;Très bon client;04/11/15;5;5,00%;10,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;30 083 €;PILLON;03-80-66-62-09;29/08/15;Très bon client;27/11/15;;5,00%;10,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;41 335 €;BOILOT;01-49-28-20-25;30/09/15;Très bon client;29/12/15;;5,00%;10,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;31 148 €;FRANGIN;02-47-47-82-21;23/03/15;Très bon client;21/06/15;141;5,00%;5,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;36 660 €;PILLON;01-42-38-92-88;25/08/15;Très bon client;23/11/15;;5,00%;10,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;9 156 €;GOUTAL;01-42-16-16-83;28/05/15;;26/08/15;75;;
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;20 608 €;BOILOT;01-45-21-28-46;28/02/15;Bon client;28/06/15;134;3,00%;3,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;26 594 €;GOUTAL;01-49-36-73-57;31/01/15;Bon client;31/05/15;162;3,00%;3,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;28 215 €;BOILOT;01-44-49-52-54;26/01/15;Bon client;26/05/15;167;3,00%;3,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;26 299 €;GOUTAL;03-81-21-93-12;02/05/15;Bon client;30/08/15;71;3,00%;3,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;11 016 €;BOILOT;03-88-11-60-03;11/06/15;;09/09/15;61;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;3 449 €;FRANGIN;01-49-09-58-14;28/03/15;;26/06/15;136;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;7 103 €;PILLON;01-42-34-80-52;22/08/15;;20/11/15;;;
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;25 350 €;PILLON;03-83-15-43-24;04/03/15;Bon client;02/07/15;130;3,00%;3,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;34 174 €;FRANGIN;03-20-44-41-65;07/10/15;Très bon client;05/01/16;;5,00%;10,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;12 653 €;FRANGIN;02-41-35-52-15;28/11/14;;26/02/15;256;;
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;37 438 €;PILLON;09-64-08-19-44;11/01/15;Très bon client;11/04/15;212;5,00%;5,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;22 192 €;FRANGIN;01-39-27-42-58;06/10/15;Bon client;03/02/16;;3,00%;6,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;29 316 €;GOUTAL;02-32-88-84-46;14/03/15;Bon client;12/07/15;120;3,00%;3,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;29 025 €;BOILOT;01-49-81-22-61;19/09/15;Bon client;17/01/16;;3,00%;6,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;30 549 €;BOILOT;03-22-66-85-43;13/01/15;Très bon client;13/04/15;210;5,00%;5,00%
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;23 472 €;PILLON;01-46-33-68-67;31/08/15;Bon client;29/12/15;;3,00%;6,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;20 576 €;PILLON;03-80-66-62-09;11/03/15;Bon client;09/07/15;123;3,00%;3,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;37 444 €;BOILOT;01-49-28-20-25;12/05/15;Très bon client;10/08/15;91;5,00%;5,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;3 043 €;FRANGIN;02-47-47-82-21;26/01/15;;26/04/15;197;;
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;22 315 €;PILLON;01-42-38-92-88;16/05/15;Bon client;13/09/15;57;3,00%;3,00%
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;36 979 €;GOUTAL;01-42-16-16-83;13/02/15;Très bon client;14/05/15;179;5,00%;5,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;26 102 €;BOILOT;01-45-21-28-46;04/02/15;Bon client;04/06/15;158;3,00%;3,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;35 286 €;GOUTAL;01-49-36-73-57;10/04/15;Très bon client;09/07/15;123;5,00%;5,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;28 702 €;BOILOT;01-44-49-52-54;17/07/15;Bon client;14/11/15;;3,00%;6,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;40 693 €;PILLON;03-80-66-62-09;02/09/15;Très bon client;01/12/15;;5,00%;10,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;33 973 €;GOUTAL;03-81-21-93-12;06/04/15;Très bon client;05/07/15;127;5,00%;5,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;21 569 €;PILLON;03-83-15-43-24;13/03/15;Bon client;11/07/15;121;3,00%;3,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;22 324 €;BOILOT;03-88-11-60-03;18/12/14;Bon client;17/04/15;206;3,00%;3,00%
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;12 966 €;PILLON;01-42-34-80-52;23/06/15;;21/09/15;49;;
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;35 657 €;GOUTAL;01-49-36-73-57;04/06/15;Très bon client;02/09/15;68;5,00%;5,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;13 519 €;FRANGIN;01-39-27-42-58;12/11/15;;10/02/16;;;
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;10 074 €;BOILOT;01-44-49-52-54;07/03/15;;05/06/15;157;;
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;20 569 €;PILLON;01-46-33-68-67;28/09/15;Bon client;26/01/16;;3,00%;6,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;20 934 €;PILLON;01-42-38-92-88;01/10/15;Bon client;29/01/16;;3,00%;6,00%
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;6 609 €;BOILOT;01-49-28-20-25;12/07/15;;10/10/15;30;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;22 616 €;GOUTAL;01-42-16-16-83;22/06/15;Bon client;20/10/15;20;3,00%;3,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;11 156 €;BOILOT;01-45-21-28-46;01/05/15;;30/07/15;102;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;22 117 €;FRANGIN;01-49-09-58-14;26/01/15;Bon client;26/05/15;167;3,00%;3,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;39 024 €;BOILOT;01-49-81-22-61;07/09/15;Très bon client;06/12/15;;5,00%;10,00%
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;16 465 €;GOUTAL;02-32-88-84-46;01/12/14;;01/03/15;253;;
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;3 301 €;BOILOT;03-22-66-85-43;19/06/15;;17/09/15;53;;
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;36 939 €;PILLON;09-64-08-19-44;29/05/15;Très bon client;27/08/15;74;5,00%;5,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;23 954 €;FRANGIN;03-20-44-41-65;19/07/15;Bon client;16/11/15;;3,00%;6,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;17 172 €;FRANGIN;02-47-47-82-21;16/11/15;;14/02/16;;;
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;11 830 €;FRANGIN;02-41-35-52-15;02/06/15;;31/08/15;70;;
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;12 017 €;GOUTAL;03-81-21-93-12;14/01/15;;14/04/15;209;;
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;40 676 €;BOILOT;03-88-11-60-03;12/10/15;Très bon client;10/01/16;;5,00%;10,00%
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;13 049 €;FRANGIN;01-49-09-58-14;16/03/15;;14/06/15;148;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;26 036 €;PILLON;01-42-34-80-52;04/01/15;Bon client;04/05/15;189;3,00%;3,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;30 640 €;PILLON;03-83-15-43-24;03/04/15;Très bon client;02/07/15;130;5,00%;5,00%
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;17 848 €;FRANGIN;03-20-44-41-65;07/01/15;;07/04/15;216;;
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;20 560 €;FRANGIN;02-41-35-52-15;05/09/15;Bon client;03/01/16;;3,00%;6,00%
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;30 519 €;PILLON;09-64-08-19-44;02/10/15;Très bon client;31/12/15;;5,00%;10,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;19 725 €;FRANGIN;01-39-27-42-58;03/05/15;;01/08/15;100;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;29 674 €;GOUTAL;02-32-88-84-46;09/03/15;Bon client;07/07/15;125;3,00%;3,00%
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;39 613 €;BOILOT;01-49-81-22-61;20/09/15;Très bon client;19/12/15;;5,00%;10,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;16 267 €;BOILOT;03-22-66-85-43;12/11/15;;10/02/16;;;
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;32 133 €;PILLON;01-46-33-68-67;02/01/15;Très bon client;02/04/15;221;5,00%;5,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;7 733 €;PILLON;03-80-66-62-09;24/01/15;;24/04/15;199;;
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;33 075 €;BOILOT;01-49-28-20-25;06/08/15;Très bon client;04/11/15;5;5,00%;10,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;40 984 €;FRANGIN;02-47-47-82-21;05/02/15;Très bon client;06/05/15;187;5,00%;5,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;13 975 €;PILLON;01-42-38-92-88;31/01/15;;01/05/15;192;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;25 226 €;GOUTAL;01-42-16-16-83;05/06/15;Bon client;03/10/15;37;3,00%;3,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;33 234 €;BOILOT;01-45-21-28-46;06/02/15;Très bon client;07/05/15;186;5,00%;5,00%
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;30 105 €;GOUTAL;01-49-36-73-57;01/06/15;Très bon client;30/08/15;71;5,00%;5,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;35 816 €;BOILOT;01-44-49-52-54;14/02/15;Très bon client;15/05/15;178;5,00%;5,00%
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;29 621 €;GOUTAL;03-81-21-93-12;17/12/14;Bon client;16/04/15;207;3,00%;3,00%
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;7 645 €;BOILOT;03-88-11-60-03;22/01/15;;22/04/15;201;;
411014;SNR SA;Monsieur;Verier Louis;15 rue Royale;69000;LYON;5 962 €;FRANGIN;01-49-09-58-14;11/04/15;;10/07/15;122;;
411005;FFV;Madame;Saano Lucie;2 rue A. Camus;13000;MARSEILLE;25 867 €;PILLON;01-42-34-80-52;18/04/15;Bon client;16/08/15;85;3,00%;3,00%
411003;RIPERT SA;Monsieur;Ribert Pierre;2 rue du Maine;13000;MARSEILLE;17 604 €;PILLON;03-83-15-43-24;26/08/15;;24/11/15;;;
411019;SALOMON SARL;Madame;Verchet Luce;3 place Tochon;69000;LYON;30 133 €;FRANGIN;03-20-44-41-65;26/07/15;Très bon client;24/10/15;16;5,00%;10,00%
411021;BLE D'OR;Madame;Standoz Régine;34 les Verdots;69000;LYON;8 166 €;FRANGIN;02-41-35-52-15;13/09/15;;12/12/15;;;
411018;;Madame;Perrin Sara;34 rue C. Perles;13000;MARSEILLE;36 753 €;PILLON;09-64-08-19-44;11/03/15;Très bon client;09/06/15;153;5,00%;5,00%
411007;C4I SA;Monsieur;Odin Paul;34 rue du Commerce;69000;LYON;9 953 €;FRANGIN;01-39-27-42-58;28/06/15;;26/09/15;44;;
411016;DALOCHE SA;Monsieur;Daloche Jean;34 rue St Marc;26000;VALENCE;19 064 €;GOUTAL;02-32-88-84-46;28/02/15;;29/05/15;164;;
411015;MAGA SA;Monsieur;Maga Paul;345 place du Roi;38000;GRENOBLE;30 379 €;BOILOT;01-49-81-22-61;11/04/15;Très bon client;10/07/15;122;5,00%;5,00%
411017;VERDOT SA;Madame;Verdot Louise;4 Rue Boileau;38000;GRENOBLE;3 929 €;BOILOT;03-22-66-85-43;16/01/15;;16/04/15;207;;
411009;ERIER SARL;Madame;Pongier Camille;4 rue de Narvik;13000;MARSEILLE;37 448 €;PILLON;01-46-33-68-67;29/12/14;Très bon client;29/03/15;225;5,00%;5,00%
411001;HABBE SA;Monsieur;Habbe Luc;4 rue des Hirondelles;13000;MARSEILLE;9 412 €;PILLON;03-80-66-62-09;10/10/15;;08/01/16;;;
411011;;Monsieur;Zebrige Jean;4 rue JP Sartre;38000;GRENOBLE;29 025 €;BOILOT;01-49-28-20-25;27/02/15;Bon client;27/06/15;135;3,00%;3,00%
411020;TOFAL SA;Monsieur;Somière Jean;45 route de la Grève;69000;LYON;23 312 €;FRANGIN;02-47-47-82-21;20/02/15;Bon client;20/06/15;142;3,00%;3,00%
411010;;Monsieur;Daou Louis;5 rue des Verts près;13000;MARSEILLE;12 728 €;PILLON;01-42-38-92-88;02/02/15;;03/05/15;190;;
411012;SFMP SA;Monsieur;Rissout Luc;5 rue V. Hugo;26000;VALENCE;41 191 €;GOUTAL;01-42-16-16-83;30/04/15;Très bon client;29/07/15;103;5,00%;5,00%
411013;;Monsieur;Cevrat Louis;75 rue des eaux;38000;GRENOBLE;15 939 €;BOILOT;01-45-21-28-46;05/09/15;;04/12/15;;;
411006;;Monsieur;Prodon Fidel;Chemin des aluèges;26000;VALENCE;31 514 €;GOUTAL;01-49-36-73-57;12/05/15;Très bon client;10/08/15;91;5,00%;5,00%
411008;GAROD SA;Monsieur;Garod Jean;Place des Célestins;38000;GRENOBLE;8 506 €;BOILOT;01-44-49-52-54;09/01/15;;09/04/15;214;;
411002;AERTUS SARL;Madame;Pincherl Luce;1 chemin des croisés;26000;VALENCE;11 598 €;GOUTAL;03-81-21-93-12;15/01/15;;15/04/15;208;;
411004;;Madame;Boyou Nelly;14  place Lafayette;38000;GRENOBLE;18 345 €;BOILOT;03-88-11-60-03;26/07/15;;24/10/15;16;;
